gyroX,gyroY,gyroZ,accelX,accelY,accelZ
 -2.12, 1.02, -0.89,0.08, 0.10, 1.02
 -2.05, 1.05, -0.89,0.07, 0.09, 1.02
 -1.98, 0.98, -0.85,0.08, 0.09, 1.02
 -2.11, 1.08, -0.85,0.08, 0.09, 1.02
 -1.89, 0.84, -0.77,0.07, 0.10, 1.03
 -1.92, 1.06, -0.83,0.07, 0.09, 1.02
 -2.05, 0.82, -0.89,0.07, 0.09, 1.02
 -1.96, 0.76, -0.86,0.07, 0.09, 1.01
 -2.12, 0.92, -0.79,0.07, 0.09, 1.02
 -1.96, 0.92, -0.73,0.07, 0.09, 1.03
 -2.02, 0.92, -0.67,0.07, 0.09, 1.02
 -2.11, 0.82, -0.73,0.08, 0.09, 1.02
 -1.85, 1.11, -0.77,0.08, 0.09, 1.01
 -1.93, 0.66, -0.66,0.07, 0.09, 1.03
 -2.04, 0.85, -0.76,0.07, 0.09, 1.02
 -2.00, 0.95, -0.83,0.07, 0.09, 1.02
 -1.95, 0.85, -0.92,0.08, 0.09, 1.02
 -1.87, 0.95, -0.98,0.07, 0.09, 1.02
 -1.69, 0.93, -0.90,0.07, 0.09, 1.03
 -2.15, 0.79, -0.82,0.08, 0.09, 1.03
 -1.69, 1.05, -0.72,0.08, 0.09, 1.02
 -2.06, 0.99, -0.66,0.08, 0.09, 1.02
 -1.82, 0.95, -0.56,0.07, 0.08, 1.02
 -1.89, 1.08, -0.69,0.07, 0.09, 1.02
 -2.11, 0.75, -0.41,0.07, 0.09, 1.02
 -1.85, 0.98, -0.65,0.07, 0.09, 1.02
 -1.76, 0.85, -0.63,0.07, 0.09, 1.03
 -2.21, 0.78, -0.69,0.08, 0.09, 1.01
 -2.08, 0.80, -0.96,0.07, 0.09, 1.02
 -2.05, 1.08, -0.88,0.07, 0.09, 1.02
 -1.91, 0.90, -0.95,0.07, 0.09, 1.01
 -1.95, 1.08, -0.89,0.08, 0.09, 1.03
 -1.89, 0.81, -0.93,0.07, 0.09, 1.02
 -2.07, 0.72, -0.68,0.07, 0.09, 1.03
 -1.86, 0.69, -0.71,0.08, 0.09, 1.02
 -2.01, 0.83, -0.70,0.07, 0.09, 1.02
 -1.70, 1.02, -0.73,0.07, 0.09, 1.03
 -2.27, 1.03, -0.66,0.08, 0.10, 1.01
 -2.03, 1.09, -0.68,0.08, 0.10, 1.02
 -2.16, 1.11, -0.65,0.08, 0.09, 1.03
 -2.12, 0.96, -0.82,0.08, 0.09, 1.03
 -1.87, 0.81, -0.77,0.08, 0.09, 1.02
 -1.86, 1.02, -0.87,0.07, 0.09, 1.03
 -1.87, 0.92, -0.95,0.07, 0.09, 1.03
 -1.86, 0.79, -0.93,0.07, 0.09, 1.02
 -1.92, 0.79, -0.97,0.08, 0.09, 1.02
 -2.03, 0.95, -0.88,0.07, 0.09, 1.02
 -2.15, 0.79, -0.81,0.07, 0.09, 1.02
 -2.01, 1.00, -0.66,0.08, 0.09, 1.02
 -1.99, 0.73, -0.53,0.07, 0.10, 1.02
 -1.84, 0.95, -0.64,0.08, 0.09, 1.02
 -1.79, 0.89, -0.60,0.07, 0.09, 1.02
 -1.73, 0.69, -0.62,0.07, 0.09, 1.02
 -1.92, 0.82, -0.76,0.07, 0.09, 1.02
 -1.92, 0.76, -0.93,0.08, 0.10, 1.01
 -2.05, 1.02, -0.82,0.07, 0.09, 1.02
 -1.95, 0.98, -0.98,0.08, 0.09, 1.03
 -1.92, 1.06, -0.85,0.08, 0.09, 1.03
 -1.92, 0.95, -0.80,0.08, 0.09, 1.02
 -1.76, 1.03, -0.69,0.07, 0.09, 1.01
 -1.95, 0.96, -0.72,0.07, 0.09, 1.03
 -1.89, 0.74, -0.69,0.07, 0.10, 1.03
 -1.94, 0.73, -0.73,0.07, 0.08, 1.02
 -2.18, 1.01, -0.53,0.07, 0.09, 1.01
 -1.96, 0.95, -0.69,0.07, 0.10, 1.01
 -2.08, 0.96, -0.73,0.07, 0.09, 1.02
 -2.03, 0.95, -0.88,0.08, 0.09, 1.01
 -2.03, 0.88, -0.53,0.08, 0.10, 1.03
 -1.76, 1.01, -0.85,0.07, 0.09, 1.02
 -1.98, 0.96, -1.03,0.08, 0.09, 1.03
 -1.76, 0.99, -0.87,0.07, 0.09, 1.02
 -1.95, 0.76, -0.95,0.07, 0.09, 1.02
 -2.27, 0.97, -0.69,0.07, 0.09, 1.03
 -1.76, 0.92, -0.66,0.07, 0.09, 1.03
 -1.97, 0.76, -0.77,0.07, 0.09, 1.02
 -1.73, 1.10, -0.75,0.09, 0.09, 1.02
 -2.26, 1.06, -0.63,0.07, 0.10, 1.02
 -2.08, 0.96, -0.56,0.08, 0.09, 1.03
 -1.84, 1.16, -0.59,0.08, 0.09, 1.02
 -1.98, 0.84, -0.69,0.07, 0.09, 1.03
 -1.98, 0.85, -0.78,0.07, 0.08, 1.02
 -1.66, 0.85, -0.75,0.07, 0.09, 1.02
 -2.01, 1.07, -0.84,0.08, 0.09, 1.02
 -1.99, 0.78, -1.02,0.07, 0.09, 1.03
 -1.98, 0.94, -0.95,0.07, 0.09, 1.01
 -2.18, 1.02, -0.82,0.08, 0.09, 1.01
 -2.02, 1.05, -0.77,0.08, 0.09, 1.02
 -1.95, 0.97, -0.82,0.07, 0.09, 1.01
 -1.99, 1.11, -0.75,0.08, 0.09, 1.02
 -1.82, 0.82, -0.45,0.07, 0.09, 1.02
 -1.92, 1.03, -0.62,0.07, 0.09, 1.03
 -1.91, 0.92, -0.56,0.07, 0.09, 1.02
 -2.19, 0.99, -0.83,0.07, 0.09, 1.02
 -2.08, 0.76, -0.66,0.07, 0.09, 1.03
 -2.16, 0.93, -0.77,0.08, 0.09, 1.02
 -1.99, 0.95, -1.15,0.07, 0.09, 1.02
 -1.89, 0.83, -0.73,0.08, 0.09, 1.03
 -2.10, 1.18, -0.92,0.08, 0.09, 1.02
 -2.08, 0.84, -1.01,0.07, 0.09, 1.03
 -1.96, 1.05, -0.79,0.07, 0.09, 1.02
 -2.14, 0.81, -0.83,0.07, 0.09, 1.02
 -1.91, 0.72, -0.52,0.07, 0.09, 1.02
 -1.79, 0.85, -0.68,0.08, 0.09, 1.03
 -1.98, 0.84, -0.54,0.07, 0.09, 1.02
 -2.00, 0.93, -0.79,0.08, 0.09, 1.02
 -1.99, 0.95, -0.76,0.08, 0.09, 1.03
 -1.76, 0.82, -0.75,0.08, 0.09, 1.02
 -2.11, 1.01, -0.92,0.08, 0.09, 1.02
 -1.96, 0.59, -0.78,0.07, 0.09, 1.02
 -1.95, 0.69, -0.92,0.07, 0.09, 1.02
 -1.65, 0.93, -0.95,0.07, 0.09, 1.02
 -2.03, 0.99, -0.98,0.07, 0.09, 1.02
 -1.71, 0.82, -0.85,0.08, 0.09, 1.01
 -2.19, 1.08, -0.66,0.07, 0.09, 1.02
 -2.22, 0.85, -0.83,0.07, 0.09, 1.02
 -1.99, 0.89, -0.64,0.08, 0.09, 1.03
 -2.09, 0.87, -0.63,0.07, 0.09, 1.02
 -1.92, 1.05, -0.71,0.08, 0.09, 1.03
 -1.98, 0.69, -0.68,0.06, 0.09, 1.02
 -2.06, 0.85, -0.56,0.07, 0.09, 1.02
 -2.02, 1.21, -0.76,0.08, 0.09, 1.01
 -1.91, 0.93, -0.84,0.08, 0.09, 1.02
 -1.89, 0.98, -0.96,0.07, 0.09, 1.03
 -1.92, 1.18, -1.02,0.08, 0.09, 1.02
 -1.96, 0.81, -0.79,0.08, 0.09, 1.02
 -1.63, 1.05, -0.86,0.08, 0.09, 1.02
 -1.92, 0.90, -0.82,0.08, 0.09, 1.03
 -2.02, 0.95, -0.82,0.07, 0.09, 1.02
 -1.75, 0.75, -0.61,0.07, 0.08, 1.02
 -1.95, 0.66, -0.74,0.08, 0.09, 1.02
 -1.83, 0.75, -0.52,0.07, 0.09, 1.02
 -2.05, 1.12, -0.75,0.08, 0.09, 1.02
 -1.91, 0.89, -0.66,0.08, 0.09, 1.02
 -2.02, 0.98, -0.65,0.08, 0.09, 1.03
 -1.85, 0.86, -0.77,0.08, 0.09, 1.01
 -1.95, 0.77, -0.87,0.08, 0.10, 1.02
 -2.14, 0.92, -0.82,0.07, 0.09, 1.02
 -1.95, 0.85, -0.78,0.07, 0.09, 1.02
 -1.91, 0.82, -0.79,0.08, 0.09, 1.03
 -1.98, 0.85, -0.89,0.07, 0.09, 1.02
 -2.01, 1.11, -0.81,0.07, 0.09, 1.03
 -2.06, 1.05, -0.75,0.07, 0.09, 1.02
 -1.94, 0.98, -0.60,0.08, 0.09, 1.02
 -2.18, 0.76, -0.63,0.07, 0.09, 1.02
 -1.85, 0.95, -0.74,0.08, 0.09, 1.02
 -1.83, 1.04, -0.52,0.07, 0.09, 1.02
 -2.02, 0.99, -0.64,0.07, 0.09, 1.02
 -1.87, 0.86, -0.77,0.07, 0.09, 1.02
 -1.95, 0.87, -0.77,0.07, 0.09, 1.03
 -1.89, 1.13, -0.76,0.08, 0.10, 1.02
 -2.03, 0.94, -1.04,0.07, 0.09, 1.02
 -1.89, 0.89, -0.73,0.07, 0.09, 1.01
 -1.96, 1.06, -0.78,0.08, 0.09, 1.02
 -1.91, 0.83, -0.70,0.08, 0.08, 1.02
 -1.88, 0.87, -0.79,0.07, 0.09, 1.03
 -1.91, 0.73, -0.71,0.08, 0.08, 1.03
 -1.88, 0.89, -0.44,0.07, 0.10, 1.03
 -1.86, 0.89, -0.64,0.07, 0.08, 1.04
 -1.82, 0.98, -0.72,0.07, 0.09, 1.04
 -2.01, 0.79, -0.70,0.07, 0.09, 1.02
 -2.05, 0.85, -0.85,0.08, 0.09, 1.02
 -1.95, 0.97, -0.98,0.08, 0.09, 1.02
 -1.98, 0.95, -0.88,0.08, 0.09, 1.02
 -1.93, 0.76, -0.80,0.07, 0.10, 1.02
 -1.92, 0.92, -0.86,0.07, 0.10, 1.02
 -2.04, 0.84, -0.93,0.07, 0.09, 1.02
 -1.84, 0.67, -0.75,0.08, 0.09, 1.02
 -1.79, 0.70, -0.78,0.07, 0.09, 1.03
 -1.85, 0.77, -0.56,0.07, 0.09, 1.03
 -2.09, 1.08, -0.59,0.08, 0.08, 1.02
 -1.79, 1.00, -0.69,0.08, 0.09, 1.03
 -2.15, 1.06, -0.66,0.07, 0.10, 1.02
 -1.82, 0.99, -0.73,0.08, 0.10, 1.03
 -1.97, 0.90, -0.59,0.07, 0.09, 1.03
 -1.91, 0.99, -0.73,0.08, 0.09, 1.02
 -2.00, 0.82, -0.74,0.08, 0.09, 1.03
 -2.00, 1.02, -0.76,0.07, 0.08, 1.02
 -1.87, 0.92, -0.96,0.08, 0.10, 1.02
 -2.10, 1.05, -1.03,0.08, 0.09, 1.02
 -2.11, 0.98, -0.95,0.07, 0.08, 1.02
 -2.06, 0.98, -0.76,0.07, 0.09, 1.02
 -1.98, 0.97, -0.79,0.08, 0.09, 1.02
 -2.04, 1.04, -0.53,0.07, 0.09, 1.02
 -2.02, 0.95, -0.68,0.07, 0.09, 1.02
 -1.80, 0.98, -0.71,0.07, 0.09, 1.02
 -1.69, 0.82, -0.68,0.07, 0.09, 1.02
 -2.06, 0.76, -0.63,0.07, 0.09, 1.02
 -1.81, 0.97, -0.73,0.07, 0.09, 1.02
 -2.04, 0.98, -0.79,0.07, 0.09, 1.02
 -2.13, 0.94, -0.87,0.07, 0.09, 1.03
 -2.06, 1.09, -0.86,0.08, 0.09, 1.02
 -1.96, 1.20, -0.65,0.07, 0.09, 1.02
 -2.02, 0.94, -0.88,0.08, 0.09, 1.02
 -2.13, 0.99, -0.64,0.07, 0.10, 1.03
 -1.98, 0.65, -0.70,0.07, 0.09, 1.02
 -1.72, 0.84, -0.83,0.07, 0.09, 1.02
 -2.29, 0.92, -0.67,0.07, 0.09, 1.02
 -1.99, 0.95, -0.63,0.08, 0.08, 1.03
 -1.70, 0.93, -0.79,0.07, 0.09, 1.03
 -2.09, 0.85, -0.73,0.08, 0.10, 1.02
 -1.89, 0.77, -0.89,0.08, 0.09, 1.03
 -1.95, 0.91, -0.79,0.08, 0.09, 1.02
 -1.90, 0.85, -0.72,0.07, 0.09, 1.02
 -2.01, 0.58, -0.88,0.07, 0.09, 1.02
 -1.77, 0.96, -0.83,0.07, 0.09, 1.02
 -1.87, 1.03, -0.77,0.07, 0.09, 1.02
 -2.11, 0.72, -0.78,0.08, 0.09, 1.02
 -1.82, 0.81, -0.84,0.08, 0.08, 1.01
 -1.64, 0.78, -0.71,0.07, 0.09, 1.03
 -2.01, 1.08, -0.61,0.07, 0.10, 1.02
 -2.15, 1.15, -0.63,0.07, 0.09, 1.02
 -1.91, 0.73, -0.66,0.07, 0.09, 1.03
 -2.04, 0.93, -0.69,0.08, 0.09, 1.02
 -1.88, 0.99, -0.53,0.08, 0.09, 1.02
 -2.15, 0.75, -0.83,0.07, 0.08, 1.02
 -2.03, 0.99, -0.93,0.07, 0.09, 1.02
 -2.18, 0.74, -0.94,0.07, 0.09, 1.02
 -1.96, 1.02, -0.93,0.08, 0.09, 1.02
 -1.99, 1.02, -0.83,0.08, 0.09, 1.02
 -2.21, 0.85, -0.88,0.08, 0.10, 1.02
 -1.82, 0.99, -0.81,0.07, 0.09, 1.02
 -1.82, 0.74, -0.69,0.07, 0.09, 1.02
 -1.86, 0.76, -0.59,0.07, 0.08, 1.02
 -2.01, 1.02, -0.59,0.07, 0.09, 1.02
 -1.73, 0.74, -0.63,0.08, 0.09, 1.02
 -2.07, 0.89, -0.67,0.07, 0.09, 1.02
 -1.93, 0.78, -0.73,0.07, 0.09, 1.02
 -1.85, 0.95, -0.94,0.08, 0.09, 1.02
 -2.11, 1.08, -0.89,0.08, 0.09, 1.02
 -2.23, 0.62, -0.78,0.07, 0.09, 1.03
 -1.79, 0.79, -0.95,0.08, 0.09, 1.02
 -2.35, 0.97, -0.82,0.07, 0.09, 1.02
 -1.79, 0.95, -0.63,0.07, 0.09, 1.02
 -1.80, 0.92, -0.70,0.07, 0.09, 1.01
 -1.86, 0.85, -0.66,0.08, 0.09, 1.03
 -1.93, 0.85, -0.67,0.07, 0.09, 1.02
 -1.90, 0.89, -0.66,0.07, 0.09, 1.02
 -2.07, 0.93, -0.80,0.08, 0.09, 1.02
 -1.84, 0.94, -0.71,0.07, 0.09, 1.02
 -1.91, 1.08, -0.88,0.07, 0.09, 1.03
 -2.08, 0.82, -0.59,0.07, 0.09, 1.02
 -1.94, 0.95, -0.60,0.08, 0.09, 1.03
 -1.91, 0.66, -0.89,0.08, 0.09, 1.03
 -1.92, 0.79, -0.76,0.07, 0.09, 1.02
 -1.73, 0.85, -0.98,0.07, 0.09, 1.01
 -2.08, 0.90, -0.89,0.08, 0.09, 1.02
 -1.94, 0.91, -0.82,0.08, 0.10, 1.02
 -1.91, 1.06, -0.78,0.08, 0.09, 1.02
 -1.94, 0.97, -0.85,0.07, 0.10, 1.02
 -1.84, 0.99, -0.58,0.08, 0.09, 1.01
 -2.03, 0.85, -0.63,0.07, 0.10, 1.02
 -2.07, 0.79, -0.56,0.08, 0.09, 1.02
 -1.89, 0.89, -0.60,0.07, 0.09, 1.02
 -1.86, 0.82, -0.80,0.07, 0.09, 1.03
 -1.81, 0.88, -0.92,0.07, 0.09, 1.01
 -1.98, 0.96, -0.85,0.07, 0.10, 1.02
 -1.73, 0.98, -0.85,0.08, 0.09, 1.02
 -1.90, 0.80, -0.87,0.08, 0.09, 1.02
 -1.65, 0.91, -0.97,0.08, 0.09, 1.02
 -1.74, 1.08, -0.89,0.07, 0.09, 1.02
 -2.10, 0.57, -0.66,0.07, 0.09, 1.02
 -1.92, 0.89, -0.80,0.07, 0.08, 1.03
 -1.93, 0.98, -0.58,0.07, 0.08, 1.02
 -2.08, 0.73, -0.69,0.07, 0.09, 1.02
 -1.98, 0.87, -0.81,0.08, 0.09, 1.02
 -1.90, 0.89, -0.63,0.08, 0.09, 1.02
 -1.99, 1.00, -0.56,0.08, 0.10, 1.01
 -1.95, 0.61, -0.73,0.08, 0.09, 1.02
 -1.82, 0.45, -0.76,0.08, 0.09, 1.02
 -1.95, 0.95, -0.72,0.07, 0.09, 1.02
 -2.01, 0.87, -0.85,0.07, 0.10, 1.02
 -2.02, 1.02, -0.66,0.07, 0.09, 1.02
 -2.00, 0.94, -0.90,0.07, 0.09, 1.02
 -2.14, 0.90, -0.89,0.07, 0.09, 1.02
 -2.00, 0.78, -0.87,0.07, 0.09, 1.03
 -2.00, 0.92, -0.56,0.08, 0.09, 1.03
 -2.16, 1.05, -0.79,0.07, 0.09, 1.02
 -1.82, 0.82, -0.80,0.07, 0.09, 1.02
 -1.80, 0.92, -0.56,0.07, 0.09, 1.02
 -2.03, 0.98, -0.68,0.07, 0.09, 1.02
 -2.05, 0.90, -0.56,0.07, 0.09, 1.02
 -1.97, 0.82, -0.95,0.07, 0.09, 1.02
 -1.89, 0.74, -0.98,0.08, 0.10, 1.02
 -2.04, 1.04, -0.99,0.07, 0.09, 1.02
 -1.73, 1.04, -0.69,0.07, 0.09, 1.02
 -2.14, 1.01, -0.83,0.08, 0.09, 1.02
 -1.59, 0.96, -0.82,0.07, 0.10, 1.02
 -2.11, 0.87, -0.73,0.07, 0.09, 1.02
 -1.89, 1.07, -0.58,0.07, 0.09, 1.02
 -1.90, 0.91, -0.66,0.08, 0.09, 1.03
 -1.93, 0.89, -0.73,0.08, 0.08, 1.03
 -1.98, 0.72, -0.77,0.07, 0.09, 1.03
 -2.00, 0.85, -0.70,0.08, 0.09, 1.02
 -2.02, 0.92, -0.76,0.08, 0.09, 1.02
 -2.02, 0.82, -0.73,0.08, 0.09, 1.02
 -2.05, 1.08, -0.83,0.07, 0.10, 1.02
 -1.84, 1.08, -0.82,0.07, 0.09, 1.02
 -1.88, 0.98, -0.93,0.07, 0.09, 1.02
 -2.19, 1.21, -0.89,0.07, 0.09, 1.01
 -1.89, 0.90, -0.82,0.08, 0.09, 1.01
 -1.77, 0.91, -0.88,0.08, 0.09, 1.02
 -2.11, 1.01, -0.69,0.07, 0.08, 1.02
 -1.85, 1.16, -0.65,0.07, 0.09, 1.02
 -2.11, 1.09, -0.63,0.08, 0.09, 1.03
 -1.96, 1.05, -0.81,0.08, 0.09, 1.03
 -1.95, 0.92, -0.73,0.07, 0.09, 1.02
 -1.92, 0.60, -0.66,0.08, 0.10, 1.02
 -1.79, 0.83, -0.70,0.07, 0.09, 1.02
 -1.96, 0.89, -0.99,0.07, 0.10, 1.02
 -1.90, 0.82, -0.84,0.07, 0.09, 1.01
 -2.13, 0.87, -0.89,0.07, 0.09, 1.02
 -1.81, 1.12, -0.89,0.07, 0.08, 1.03
 -1.56, 0.85, -0.95,0.07, 0.09, 1.02
 -2.05, 1.06, -0.92,0.08, 0.09, 1.02
 -2.28, 1.03, -0.75,0.08, 0.10, 1.03
 -2.00, 0.63, -0.49,0.08, 0.09, 1.02
 -1.75, 0.99, -0.79,0.08, 0.08, 1.02
 -1.90, 0.88, -0.67,0.08, 0.09, 1.02
 -2.13, 0.74, -0.63,0.07, 0.09, 1.03
 -1.60, 0.95, -0.76,0.08, 0.09, 1.02
 -1.87, 0.97, -0.73,0.07, 0.09, 1.02
 -2.06, 0.95, -0.89,0.07, 0.09, 1.02
 -1.76, 0.82, -0.97,0.08, 0.09, 1.02
 -2.18, 0.91, -1.02,0.07, 0.09, 1.03
 -2.07, 1.05, -0.98,0.07, 0.09, 1.02
 -2.16, 0.98, -1.15,0.07, 0.09, 1.02
 -1.92, 0.63, -0.82,0.07, 0.09, 1.03
 -1.95, 0.64, -0.75,0.07, 0.09, 1.02
 -2.09, 0.73, -0.59,0.07, 0.09, 1.03
 -1.88, 0.82, -0.56,0.07, 0.09, 1.01
 -1.72, 0.86, -0.62,0.07, 0.09, 1.02
 -1.81, 0.92, -0.80,0.08, 0.09, 1.02
 -2.08, 0.89, -0.58,0.07, 0.09, 1.02
 -2.08, 1.00, -0.76,0.08, 0.10, 1.02
 -2.01, 0.98, -0.86,0.07, 0.09, 1.02
 -2.02, 0.76, -0.84,0.07, 0.09, 1.03
 -1.96, 1.05, -0.80,0.07, 0.10, 1.03
 -2.02, 0.82, -0.82,0.07, 0.09, 1.03
 -1.78, 0.77, -0.90,0.07, 0.09, 1.02
 -1.92, 0.89, -0.99,0.07, 0.09, 1.02
 -2.00, 1.02, -0.76,0.07, 0.09, 1.03
 -1.89, 0.95, -0.84,0.07, 0.08, 1.02
 -2.11, 0.68, -0.66,0.08, 0.09, 1.02
 -1.92, 1.24, -0.55,0.08, 0.09, 1.02
 -2.10, 1.08, -0.70,0.08, 0.09, 1.02
 -2.01, 0.89, -0.37,0.08, 0.09, 1.03
 -1.81, 0.95, -0.62,0.08, 0.09, 1.02
 -1.96, 0.79, -0.73,0.07, 0.09, 1.01
 -1.76, 0.76, -0.76,0.07, 0.09, 1.01
 -1.94, 0.81, -0.85,0.08, 0.09, 1.02
 -2.11, 0.82, -0.93,0.07, 0.09, 1.02
 -1.89, 1.10, -1.02,0.07, 0.09, 1.02
 -2.08, 0.87, -0.81,0.07, 0.09, 1.01
 -2.02, 1.07, -0.90,0.07, 0.09, 1.02
 -1.83, 0.84, -0.73,0.08, 0.09, 1.03
 -2.14, 0.79, -0.61,0.07, 0.09, 1.04
 -2.02, 0.87, -0.59,0.07, 0.09, 1.02
 -2.05, 0.90, -0.64,0.08, 0.09, 1.03
 -1.98, 1.02, -0.62,0.07, 0.09, 1.02
 -1.92, 0.93, -0.77,0.08, 0.09, 1.03
 -1.96, 0.76, -0.79,0.08, 0.10, 1.02
 -2.10, 1.09, -0.95,0.08, 0.09, 1.03
 -1.94, 1.08, -0.87,0.08, 0.09, 1.03
 -2.09, 0.76, -0.92,0.08, 0.09, 1.03
 -2.03, 0.85, -0.82,0.08, 0.09, 1.02
 -1.82, 0.86, -0.92,0.07, 0.09, 1.02
 -1.85, 0.86, -0.83,0.07, 0.09, 1.02
 -1.98, 0.76, -0.89,0.07, 0.09, 1.02
 -1.92, 1.06, -0.73,0.08, 0.09, 1.03
 -1.66, 0.82, -0.68,0.08, 0.09, 1.02
 -2.00, 0.83, -0.79,0.08, 0.09, 1.03
 -2.00, 0.82, -0.66,0.07, 0.09, 1.01
 -1.93, 0.85, -0.86,0.07, 0.09, 1.02
 -2.00, 0.73, -0.75,0.08, 0.09, 1.02
 -2.12, 0.67, -0.58,0.08, 0.10, 1.02
 -2.05, 0.88, -0.81,0.08, 0.09, 1.02
 -1.87, 0.81, -0.89,0.07, 0.08, 1.03
 -1.95, 0.79, -0.89,0.07, 0.09, 1.02
 -2.14, 0.97, -0.73,0.07, 0.09, 1.02
 -1.92, 1.10, -0.91,0.07, 0.09, 1.02
 -2.00, 1.02, -0.83,0.08, 0.09, 1.02
 -2.18, 1.00, -0.73,0.07, 0.09, 1.03
 -2.13, 0.89, -0.69,0.08, 0.09, 1.02
 -1.87, 0.95, -0.60,0.07, 0.10, 1.02
 -2.07, 0.96, -0.65,0.07, 0.09, 1.02
 -2.04, 0.73, -0.56,0.07, 0.09, 1.03
 -1.96, 0.95, -0.77,0.08, 0.09, 1.02
 -1.95, 0.95, -0.76,0.08, 0.10, 1.02
 -1.79, 0.89, -0.82,0.08, 0.09, 1.03
 -1.69, 0.98, -0.97,0.07, 0.09, 1.02
 -2.03, 1.05, -0.78,0.07, 0.09, 1.03
 -1.66, 1.11, -0.76,0.08, 0.09, 1.02
 -1.87, 0.83, -0.77,0.07, 0.10, 1.03
 -2.09, 0.79, -0.74,0.07, 0.10, 1.02
 -1.89, 1.02, -0.67,0.07, 0.09, 1.02
 -1.88, 0.80, -0.73,0.07, 0.09, 1.02
 -1.92, 0.99, -0.73,0.07, 0.09, 1.02
 -1.98, 0.95, -0.69,0.08, 0.09, 1.02
 -2.01, 1.05, -0.68,0.07, 0.09, 1.02
 -1.87, 0.75, -0.86,0.07, 0.09, 1.02
 -2.04, 0.88, -0.63,0.07, 0.10, 1.02
 -1.95, 0.79, -0.95,0.07, 0.09, 1.02
 -1.99, 0.80, -0.67,0.07, 0.10, 1.02
 -1.99, 0.90, -0.92,0.07, 0.09, 1.03
 -1.90, 0.80, -0.80,0.08, 0.09, 1.02
 -1.95, 0.90, -0.89,0.07, 0.08, 1.03
 -1.82, 0.77, -0.88,0.07, 0.09, 1.03
 -2.01, 0.76, -0.92,0.07, 0.09, 1.02
 -1.92, 0.69, -0.80,0.07, 0.09, 1.02
 -1.88, 0.86, -0.80,0.08, 0.09, 1.02
 -2.00, 0.88, -0.76,0.07, 0.09, 1.03
 -1.82, 1.11, -0.59,0.07, 0.09, 1.03
 -2.06, 1.01, -0.77,0.07, 0.09, 1.02
 -2.02, 0.95, -0.57,0.08, 0.09, 1.03
 -1.89, 0.82, -0.76,0.07, 0.09, 1.02
 -2.00, 1.07, -0.83,0.07, 0.09, 1.02
 -1.87, 0.77, -0.96,0.08, 0.08, 1.03
 -1.95, 1.00, -0.86,0.07, 0.09, 1.03
 -1.77, 0.97, -0.78,0.07, 0.09, 1.01
 -1.78, 0.87, -0.90,0.07, 0.10, 1.02
 -1.80, 0.95, -0.75,0.07, 0.09, 1.01
 -2.08, 0.87, -0.73,0.08, 0.09, 1.03
 -1.90, 0.63, -0.79,0.07, 0.09, 1.03
 -1.94, 0.86, -0.56,0.07, 0.09, 1.03
 -1.92, 0.99, -0.69,0.07, 0.09, 1.02
 -1.88, 1.05, -0.70,0.07, 0.09, 1.02
 -1.96, 0.89, -0.70,0.08, 0.09, 1.03
 -1.89, 1.00, -0.75,0.08, 0.10, 1.01
 -2.04, 0.67, -0.79,0.08, 0.09, 1.02
 -2.00, 0.99, -0.79,0.08, 0.09, 1.02
 -2.06, 0.84, -0.97,0.08, 0.09, 1.03
 -2.08, 0.91, -0.85,0.08, 0.09, 1.02
 -1.85, 0.96, -0.96,0.07, 0.09, 1.02
 -2.00, 0.93, -0.69,0.07, 0.09, 1.03
 -2.11, 0.93, -0.82,0.07, 0.09, 1.02
 -1.69, 0.84, -0.85,0.08, 0.09, 1.02
 -2.02, 0.85, -0.79,0.07, 0.09, 1.02
 -1.95, 1.06, -0.78,0.07, 0.09, 1.01
 -1.85, 0.76, -0.65,0.07, 0.09, 1.02
 -1.88, 0.93, -0.69,0.07, 0.09, 1.03
 -1.97, 1.06, -0.76,0.08, 0.09, 1.02
 -1.82, 0.76, -0.63,0.08, 0.09, 1.02
 -2.13, 0.91, -0.89,0.08, 0.09, 1.02
 -1.95, 0.95, -0.78,0.07, 0.09, 1.02
 -2.02, 1.14, -0.82,0.07, 0.09, 1.02
 -1.96, 0.79, -0.84,0.08, 0.09, 1.02
 -1.98, 1.05, -0.89,0.08, 0.08, 1.02
 -2.18, 1.05, -0.91,0.07, 0.09, 1.02
 -1.79, 0.82, -0.71,0.08, 0.09, 1.02
 -1.98, 1.06, -0.68,0.08, 0.09, 1.03
 -1.98, 0.89, -0.54,0.07, 0.10, 1.02
 -1.95, 0.92, -0.61,0.08, 0.09, 1.02
 -1.96, 0.92, -0.64,0.07, 0.09, 1.03
 -1.77, 0.92, -0.64,0.07, 0.09, 1.03
 -1.89, 1.16, -0.80,0.07, 0.09, 1.03
 -1.86, 1.04, -0.86,0.07, 0.09, 1.03
 -1.86, 0.93, -1.00,0.08, 0.10, 1.02
 -1.96, 1.00, -0.73,0.07, 0.10, 1.02
 -2.07, 0.89, -0.69,0.08, 0.10, 1.02
 -1.87, 0.99, -0.73,0.07, 0.09, 1.03
 -2.20, 1.01, -0.86,0.08, 0.09, 1.03
 -1.98, 0.92, -0.86,0.07, 0.09, 1.02
 -1.79, 0.95, -0.79,0.07, 0.09, 1.02
 -1.92, 0.77, -0.87,0.07, 0.09, 1.02
 -1.89, 0.97, -0.63,0.07, 0.09, 1.02
